,ORIG,Trend,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8,Periodic9,Periodic10,Noise
0,2.370816,4.59592516659346,0.029397171769636615,-3.0464874172941347,-0.648133025302395,1.5442561846847949,1.5270905102111603,-1.3797351607180273,-0.8196791169399142,0.16073818407232948,-0.3139012833180208,0.13439196911765983,0.586952817123434
1,2.9194560000000003,4.655909578960497,0.3328439824869643,-2.4984395178157826,-1.1580841181649795,0.08268152583623291,1.033573819453424,1.2266845278895422,-0.019715191146777833,-0.24147797433918664,0.5050419544451541,-0.18495034078897835,-0.8146122468161024
2,2.48832,4.726771966067463,0.7753276327369227,-1.4165763609377073,-1.1080333578252166,-0.9643104260163232,-0.7438791434035723,0.48197600243382693,0.6769075490185625,0.174391655489232,-0.6280872902435558,-0.008378840364039741,0.5222106130444134
3,3.5087040000000003,4.82272296966297,1.2075927954188614,-0.06029087085293247,-0.4256206169602784,-0.7403658767340469,-1.1691040086867486,-1.0449356059998605,-0.3745359514815242,0.020175268593361773,0.7035344269395267,0.40765594172031205,0.16187552838037234
4,5.0544,4.929144970765407,1.4621274552828383,1.1469653954550583,0.40437396121218205,0.2903487016246709,0.14948455596241933,-0.4402474656554426,-0.5332658715234866,-0.1931133485585996,-0.7404360383127484,-0.68759219420028,-0.7333901220520023
5,15.13296,5.008393602515025,1.4209190487090455,1.8247992509567021,0.7969035624995771,0.8901881711759851,1.1853077362216458,1.0333347751182123,0.7522765376217019,0.2072786310428881,0.7219778300762646,0.5492878367221582,0.7422930173407946
6,7.954847999999999,5.011376154579429,1.0501809217669675,1.7638414175631918,0.43550806137546955,0.434239170775203,0.051885982492495465,0.34758656361148876,-0.09882455271761634,-0.0858479410802951,-0.6443312102675355,-0.07155870882779866,-0.23920785927099872
7,3.7065599999999996,5.183052429558636,0.3846942713121916,1.4987554342860068,-0.45885340396872343,-0.11000706285266168,-1.4254428848157512,-0.6611286926110261,-0.6825084218284471,-0.0004839474337276044,0.5585652427166097,-0.30015365575082437,-0.27992930861227727
8,3.8836800000000005,5.474025683724715,-0.49134444487400697,1.0267979878328244,-1.229746213606108,-0.39947368292239616,-0.6809105674863375,-0.5101478124883007,0.5337881047725824,-0.06009120469573962,-0.4999834272587697,0.2879583464869747,0.4328072305145725
9,4.82112,5.78534277217617,-1.4337855114196358,0.2400585852128229,-1.2237455297683892,-0.5123189688374221,1.0685782853597239,0.4109467085080805,0.23963838371525226,0.1776241454198648,0.4279963045332565,-0.07439267144945513,-0.2848225034502564
10,2.785536,6.048033187902511,-2.2371482169731216,-0.8027368798872861,-0.3023526387672202,-0.44094642805137435,0.9989663305452544,0.5418059435744141,-0.6114077858239041,-0.1908021777356222,-0.29137068650041226,-0.03474709017067892,0.10824244188744535
11,1.995408,6.272303725978794,-2.680368054184571,-1.768474166095866,0.9148981528294399,0.0589755785486652,-0.7756356506277838,-0.23394986513912552,0.10267290277584241,0.06819720216809418,0.11178659466084605,-0.027226490730700183,-0.04777193018362191
