Time,Huaxian,Xianyang,Zhangjiashan
2005/03,0.8106912,0.7030368,0.11778048
2005/04,0.943056,0.9640512,0.08120736
2005/05,1.715472,1.46232,0.42787872
2005/06,2.6988768,1.6733952,0.38758176
2005/07,7.5529152,4.8564576,2.00974176
2005/08,10.150272,6.7397184,0.81033696
2005/09,7.424352,6.8198976,0.79309152
2005/10,25.11648,15.51744,1.8484416
2005/11,5.222016,3.7796544,0.26977536
2005/12,1.9255968,1.2138336,0.07579872
2006/01,2.1464352,1.0381824,0.05817312
2006/02,2.0945088,1.0885536,0.16323552
2006/03,2.1020256,1.012176,0.21026304
2006/04,1.300752,0.986256,0.07081344
2006/05,3.6300096,2.2327488,0.55337472
2006/06,2.4283584,1.5571872,0.2901312
2006/07,3.1051296,1.3570848,0.92548224
2006/08,3.2514912,1.7441568,0.66073536
2006/09,7.3274976,4.6070208,0.95514336
2006/10,5.394816,2.2555584,0.4456944
2006/11,3.36096,1.1056608,0.12805344
2006/12,1.7574624,0.36252576,0.07202304
2007/01,1.4298336,0.30052512,0.05139072
2007/02,1.1662272,0.25390368,0.07252416
2007/03,2.0608128,0.6041088,0.23044608
2007/04,0.9997344,0.7303392,0.0448416
2007/05,0.6949152,0.5546016,0.09803808
2007/06,1.0852704,0.8162208,0.08431776
2007/07,7.507728,3.05856,1.17329472
2007/08,7.738848,4.5660672,0.69679008
2007/09,7.359552,3.9046752,0.6379776
2007/10,11.880864,7.933248,1.4287968
2007/11,4.331232,2.260224,0.18525024
2007/12,1.8213984,0.8563104,0.06607008
2008/01,2.1949056,1.0636704,0.10541664
2008/02,2.0225376,0.8328096,0.08854272
2008/03,2.2530528,1.3268448,0.2174256
2008/04,2.9412288,1.1124864,0.046224
2008/05,2.455488,0.9718272,0.19278432
2008/06,1.8981216,1.0565856,0.10276416
2008/07,4.1360544,1.7021664,0.71199648
2008/08,3.50352,1.4529888,0.65082528
2008/09,5.260896,3.2484672,0.29559168
2008/10,6.684768,3.7757664,0.33175872
2008/11,3.254256,2.018304,0.07695648
2008/12,1.4815872,1.0027584,0.03673728
2009/01,1.2950496,0.366984,0.03407616
2009/02,1.1943936,0.5890752,0.05616864
2009/03,1.6193088,0.5968512,0.10957248
2009/04,1.372464,0.6810912,0.06421248
2009/05,5.0283072,2.0264256,0.27553824
2009/06,2.6273376,1.5356736,0.0791424
2009/07,1.6794432,0.7003584,0.35811936
2009/08,7.6169376,4.0687488,1.76750208
2009/09,9.199872,5.0622624,0.29215296
2009/10,3.62448,2.0119104,0.1143936
2009/11,3.1866912,1.3800672,0.10090656
2009/12,2.8011744,1.3394592,0.1203984
2010/01,1.411344,0.6441984,0.05955552
2010/02,1.1434176,0.3903552,0.05145984
2010/03,1.3144896,0.6646752,0.06709824
2010/04,3.8865312,1.2451104,0.10118304
2010/05,2.8797984,1.0068192,0.18410112
2010/06,3.9565152,2.1899808,0.14196384
2010/07,7.7278752,4.0592448,1.8529776
2010/08,15.865632,8.0391744,4.53675168
2010/09,11.138688,5.749056,2.250288
2010/10,5.505408,3.3997536,0.9664704
2010/11,3.662496,2.477952,0.11771136
2010/12,1.6171488,1.761696,0.02132352
2011/01,1.8227808,1.673136,0.0214272
2011/02,1.296432,1.2297312,0.02709504
2011/03,1.5333408,1.1016864,0.09654336
2011/04,1.7264448,1.0679904,0.03566592
2011/05,2.5100064,1.708128,0.2185488
2011/06,1.6403904,1.5628896,0.0867888
2011/07,3.7008576,3.4573824,0.1743552
2011/08,8.8077024,5.5215648,0.9536832
2011/09,32.376672,19.2613248,3.5693568
2011/10,10.371456,5.126112,1.6831584
2011/11,8.857728,5.088096,1.3166496
2011/12,5.539968,2.497392,0.62608032
2012/01,3.54672,1.7604,0.18902592
2012/02,2.4618816,1.4913504,0.0733968
2012/03,2.9610144,1.6200864,0.60454944
2012/04,2.9977344,1.4525568,0.35738496
2012/05,5.144256,2.1992256,0.7926336
2012/06,2.3113728,1.2038976,0.25044768
2012/07,5.865696,2.426112,0.87746976
2012/08,8.2367712,5.1126336,1.12231872
2012/09,13.083552,9.695808,1.37592
2012/10,5.066496,3.859488,0.53690688
2012/11,2.8182816,2.4090912,0.08802432
2012/12,2.1083328,1.8873216,0.05946912
2013/01,2.0235744,1.6693344,0.03267648
2013/02,1.5704928,1.3481856,0.18387648
2013/03,1.2049344,1.3025664,0.04404672
2013/04,1.2129696,1.0155456,0.2582928
2013/05,5.0456736,3.1533408,0.40645152
2013/06,5.6171232,3.7941696,0.30144096
2013/07,18.6782976,13.8095712,4.92165504
2013/08,9.40032,4.732992,1.8057168
2013/09,6.98976,3.189456,1.5252192
2013/10,4.2088896,1.829952,0.4362336
2013/11,3.6504,1.4751072,0.28181088
2013/12,2.8375488,1.1110176,0.10163232
2014/01,2.2203936,0.8088768,0.06803136
2014/02,1.7708544,0.7330176,0.07372512
2014/03,2.1882528,0.857088,0.23596704
2014/04,5.33952,1.946592,0.59502816
2014/05,5.62464,2.0918304,0.55403136
2014/06,2.006208,0.92016,0.20506176
2014/07,1.2400992,0.4392576,0.27620352
2014/08,1.8695232,0.5196096,0.50796288
2014/09,13.24512,6.06528,1.59184224
2014/10,5.838912,2.6462592,0.8887104
2014/11,3.47328,1.586304,0.265032
2014/12,2.4855552,1.111536,0.16644096
2015/01,2.089152,0.749952,0.0541728
2015/02,2.1119616,0.6991488,0.14339808
2015/03,1.80792,0.682992,0.20736
2015/04,8.5536,4.56192,0.9183456
2015/05,5.75856,2.94624,0.55735776
2015/06,3.52512,2.179872,0.21394368
2015/07,4.231872,2.0516544,0.26599104
2015/08,2.785536,0.8999424,0.2600208
2015/09,3.24,0.966816,0.37271232
2015/10,3.267648,0.9990432,0.21939552
2015/11,3.83616,1.223424,0.11368512
2015/12,2.4185952,0.709776,0.0632448
2016/01,1.419552,0.5249664,0.0348192
2016/02,1.3254624,0.6314112,0.0325728
2016/03,1.3552704,0.6776352,0.08195904
2016/04,2.415744,1.078272,0.22246272
2016/05,2.5792992,1.3204512,0.21302784
2016/06,3.05856,1.505952,0.05894208
2016/07,4.446144,1.3017024,0.5774544
2016/08,2.3462783999999997,0.9052991999999999,0.83688768
2016/09,1.89216,0.886464,0.09661248
2016/10,2.8519999999999874,1.157333333333334,0.0615168
2016/11,2.79936,1.150848,0.05597856
2016/12,1.5882912,0.6588864000000001,0.05409504
2017/01,1.4838336,0.5410368,0.16033248
2017/02,0.8878464,0.5152895999999999,0.06939648
2017/03,2.0864736,0.763344,0.11085984
2017/04,4.17312,1.910304,0.1219968
2017/05,3.455136,1.566864,0.1652832
2017/06,4.19904,2.61792,0.3584736
2017/07,0.9160128000000002,0.5838912,0.35189856
2017/08,3.61584,1.8695232,1.11204576
2017/09,6.11712,2.69568,0.9612864
2017/10,14.945472,9.615456,1.571616
2017/11,3.70656,2.083968,0.51050304
2017/12,2.035584,1.299024,0.19718208
2018/01,2.5551936000000004,2.7993599999999974,0.562464
2018/02,2.0055168,2.0390400000000004,0.508032
2018/03,2.81232,2.364768000000001,0.857088
2018/04,3.7584,4.199903999999992,0.715392
2018/05,4.15152,3.0671999999999975,0.8222688
2018/06,4.06944,2.9825280000000083,0.679104
2018/07,24.721632,2.0502720000000005,4.95504
2018/08,8.624448,4.219775999999995,3.240864
2018/09,6.45408,4.998239999999992,1.959552
2018/10,3.696192,9.161855999999991,0.910656
2018/11,3.03264,3.735072,0.68688
2018/12,2.705184,1.882656000000001,0.723168
